,Event.Id,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Year,Manufacturer,Total.Passengers,Percentage.Seriously.Injured.or.Killed,Percentage.Uninjured
24836,20001212X22363,ATL90IA060,1990-01-31,"LOUISVILLE, KY",United States,Incident,Minor,Douglas,DC-9-31,2.0,Turbo Jet,Unknown,0.0,0.0,2.0,71.0,VMC,Probable Cause,1990,Douglas,73.0,0.0,97.26027397260275
24894,20001212X22607,MIA90IA070,1990-02-12,"SARASOTA, FL",United States,Incident,Minor,Boeing,727-225A,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,150.0,VMC,Probable Cause,1990,Boeing,150.0,0.0,100.0
24920,20001212X22515,BFO90IA028,1990-02-17,"WASHINGTON, DC",United States,Incident,Minor,Boeing,B-727-29,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,86.0,VMC,Probable Cause,1990,Boeing,86.0,0.0,100.0
24923,20001212X22585,LAX90IA101,1990-02-18,"LOS ANGELES, CA",United States,Incident,Minor,Lockheed,L-1011-385-1,3.0,Turbo Fan,Unknown,0.0,0.0,1.0,192.0,VMC,Probable Cause,1990,Lockheed,193.0,0.0,99.48186528497409
24935,20001212X22521,CHI90IA084,1990-02-19,"CHICAGO, IL",United States,Incident,Minor,Short Brothers,SD3-60,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,16.0,VMC,Probable Cause,1990,,16.0,0.0,100.0
24957,20001212X22523,CHI90IA090,1990-02-23,"CLEVELAND, OH",United States,Incident,,Boeing,737-200,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,63.0,IMC,Probable Cause,1990,Boeing,63.0,0.0,100.0
24958,20001212X22522,CHI90IA089,1990-02-23,"MARQUETTE, MI",United States,Incident,Minor,Fokker,F-27-200,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,28.0,IMC,Probable Cause,1990,,28.0,0.0,100.0
25056,20001212X22742,LAX90LA116,1990-03-13,"PHOENIX, AZ",United States,Fatal(1),Minor,Boeing,727-227,3.0,Turbo Jet,Unknown,1.0,0.0,0.0,41.0,VMC,Probable Cause,1990,Boeing,42.0,2.380952380952381,97.61904761904762
25057,20001212X22661,ATL90IA076,1990-03-13,"ATLANTA, GA",United States,Incident,Minor,Douglas,DC-9-31,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,59.0,VMC,Probable Cause,1990,Douglas,59.0,0.0,100.0
25080,20001212X22748,LAX90LA122,1990-03-16,"SANTA ANA, CA",United States,Non-Fatal,Substantial,Boeing,737-300,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,110.0,VMC,Probable Cause,1990,Boeing,110.0,0.0,100.0
25081,20001212X22783,MKC90IA070,1990-03-17,"WICHITA, KS",United States,Incident,Minor,Boeing,737-300,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,135.0,VMC,Probable Cause,1990,Boeing,136.0,0.0,99.26470588235294
25154,20001212X22644,ANC90FA047,1990-03-29,"CHEVAK, AK",United States,Non-Fatal,Substantial,De Havilland,DHC-6,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,15.0,IMC,Probable Cause,1990,,15.0,0.0,100.0
25546,20001212X23280,SEA90IA085,1990-05-23,"OLYMPIA, WA",United States,Incident,Minor,Fairchild,SA227,2.0,Turbo Prop,Unknown,0.0,0.0,1.0,19.0,UNK,Probable Cause,1990,,20.0,0.0,95.0
25635,20001212X23067,ATL90IA124,1990-05-31,"ATLANTA, GA",United States,Incident,,Douglas,DC-9-31,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,67.0,VMC,Probable Cause,1990,Douglas,67.0,0.0,100.0
25702,20001212X23321,ATL90IA126,1990-06-07,"ATLANTA, GA",United States,Incident,Minor,Douglas,DC-9-31,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,96.0,VMC,Probable Cause,1990,Douglas,96.0,0.0,100.0
25775,20001212X23524,NYC90LA132A,1990-06-16,"JAMAICA, NY",United States,Non-Fatal,Minor,Boeing,747-230,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,133.0,VMC,Probable Cause,1990,Boeing,133.0,0.0,100.0
25788,20001212X23524,NYC90LA132B,1990-06-16,"JAMAICA, NY",United States,Non-Fatal,Substantial,Fokker,FK-28-1000,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,133.0,VMC,Probable Cause,1990,,133.0,0.0,100.0
25818,20001212X23322,ATL90IA136,1990-06-21,"ATLANTA, GA",United States,Incident,Minor,Douglas,DC-9-51,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,111.0,VMC,Probable Cause,1990,Douglas,111.0,0.0,100.0
25819,20001212X23320,ATL90FA135,1990-06-21,"CHARLESTON, SC",United States,Non-Fatal,,Boeing,727-281,3.0,Turbo Jet,Unknown,0.0,2.0,2.0,116.0,VMC,Probable Cause,1990,Boeing,120.0,1.6666666666666667,96.66666666666667
25901,20001212X23354,CHI90IA166,1990-06-29,"CHICAGO, IL",United States,Incident,,Mcdonnell Douglas,DC-9-32,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,65.0,VMC,Probable Cause,1990,Mcdonnell Douglas,65.0,0.0,100.0
25958,20001212X23673,DEN90IA154,1990-07-04,"DENVER, CO",United States,Incident,Minor,Aerospatiale,A-300B4,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,218.0,VMC,Probable Cause,1990,,218.0,0.0,100.0
25993,20001212X23795,NYC90LA154,1990-07-08,"WASHINGTON, PA",United States,Non-Fatal,Substantial,Piper,PA-31-350,2.0,Reciprocating,Unknown,0.0,0.0,0.0,10.0,VMC,Probable Cause,1990,,10.0,0.0,100.0
26043,20001212X23759,MIA90LA152,1990-07-14,"MIAMI, FL",United States,Non-Fatal,,Boeing,747-136,4.0,Turbo Fan,Unknown,0.0,2.0,18.0,363.0,IMC,Probable Cause,1990,Boeing,383.0,0.5221932114882507,94.7780678851175
26081,20001212X23762,MIA90LA155,1990-07-18,"FORT MYERS, FL",United States,Non-Fatal,,Boeing,727-223,3.0,Turbo Fan,Unknown,0.0,1.0,1.0,150.0,IMC,Probable Cause,1990,Boeing,152.0,0.6578947368421052,98.68421052631578
26125,20001212X23595,ATL90FA146,1990-07-22,"KINSTON, NC",United States,Non-Fatal,Substantial,Boeing,737-222,2.0,Turbo Fan,Unknown,0.0,0.0,2.0,25.0,VMC,Probable Cause,1990,Boeing,27.0,0.0,92.5925925925926
26141,20001212X23755,MIA90IA159,1990-07-25,"PANAMA CITY, FL",United States,Incident,,De Havilland,DHC-8-100,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,28.0,VMC,Probable Cause,1990,,28.0,0.0,100.0
26161,20001212X23685,DEN90LA168,1990-07-27,"CHEYENNE, WY",United States,Non-Fatal,,Gulfstream,G-II,2.0,Turbo Fan,Executive/corporate,0.0,1.0,7.0,2.0,VMC,Probable Cause,1990,Gulfstream,10.0,10.0,20.0
26184,20001212X23783,NYC90IA178,1990-07-29,"NEW YORK, NY",United States,Incident,Minor,De Havilland,DHC-7-102,4.0,Turbo Prop,Unknown,0.0,0.0,0.0,45.0,VMC,Probable Cause,1990,,45.0,0.0,100.0
26236,20001212X24136,SEA90LA156,1990-08-03,"COEUR D'ALENE, ID",United States,Non-Fatal,,Mcdonnell Douglas,DC-10-10,3.0,Turbo Fan,Unknown,0.0,1.0,0.0,282.0,VMC,Probable Cause,1990,Mcdonnell Douglas,283.0,0.35335689045936397,99.64664310954063
26307,20001212X24012,FTW90LA156,1990-08-09,"CORPUS CHRISTI, TX",United States,Non-Fatal,,Boeing,B-737-300,2.0,Turbo Fan,Unknown,0.0,1.0,0.0,75.0,VMC,Probable Cause,1990,Boeing,76.0,1.3157894736842104,98.68421052631578
26315,20001212X23969,DCA90IA048,1990-08-10,"CHICAGO, IL",United States,Incident,Minor,Airbus Industrie,A320-211,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,159.0,VMC,Probable Cause,1990,Airbus,159.0,0.0,100.0
26330,20001212X24131,SEA90IA161,1990-08-12,"BELGRADE, MT",United States,Incident,Minor,Boeing,727-224,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,157.0,VMC,Probable Cause,1990,Boeing,157.0,0.0,100.0
26416,20001212X24021,FTW90MA161,1990-08-23,"HOUSTON, TX",United States,Fatal(3),Destroyed,Grumman,G-159,2.0,Turbo Prop,Executive/corporate,3.0,4.0,8.0,0.0,VMC,Probable Cause,1990,,15.0,46.666666666666664,0.0
26473,20001212X24039,LAX90IA305,1990-08-27,"LOS ANGELES, CA",United States,Incident,Minor,Boeing,747-422,4.0,Turbo Fan,Unknown,0.0,0.0,25.0,320.0,VMC,Probable Cause,1990,Boeing,345.0,0.0,92.7536231884058
26531,20001212X24146,ANC90FA161,1990-09-03,"KALTAG, AK",United States,Fatal(3),Destroyed,Piper,PA-31-325,2.0,Reciprocating,Unknown,3.0,6.0,1.0,0.0,UNK,Probable Cause,1990,,10.0,90.0,0.0
26577,20001212X24351,NYC90IA219,1990-09-09,"NEW YORK CITY, NY",United States,Incident,,Boeing,727-231,3.0,Turbo Jet,Unknown,0.0,0.0,3.0,150.0,VMC,Probable Cause,1990,Boeing,153.0,0.0,98.0392156862745
26653,20001212X24243,DEN90IA189,1990-09-19,"DENVER, CO",United States,Incident,,Boeing,737-222,2.0,Turbo Jet,Unknown,0.0,0.0,2.0,94.0,VMC,Probable Cause,1990,Boeing,96.0,0.0,97.91666666666666
26736,20001212X24215,CHI90FA278,1990-09-28,"DETROIT, MI",United States,Non-Fatal,Minor,Boeing,727-251,3.0,Turbo Fan,Unknown,0.0,2.0,2.0,128.0,VMC,Probable Cause,1990,Boeing,132.0,1.5151515151515151,96.96969696969697
26774,20001212X24506,MIA91LA005,1990-10-03,"CAPE CANAVERAL, FL",United States,Fatal(1),,Mcdonnell Douglas,DC-9-31,2.0,Turbo Fan,Unknown,1.0,2.0,23.0,71.0,VMC,Probable Cause,1990,Mcdonnell Douglas,97.0,3.0927835051546393,73.19587628865979
26917,20001212X24539,NYC91LA021A,1990-10-29,"COLUMBUS, OH",United States,Non-Fatal,Minor,Mcdonnell Douglas,DC-9-31,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,49.0,VMC,Probable Cause,1990,Mcdonnell Douglas,49.0,0.0,100.0
26919,20001212X24539,NYC91LA021B,1990-10-29,"COLUMBUS, OH",United States,Non-Fatal,Substantial,Cessna,310,2.0,Reciprocating,Unknown,0.0,0.0,0.0,49.0,VMC,Probable Cause,1990,Cessna,49.0,0.0,100.0
26974,20001212X24563,ATL91IA017,1990-11-11,"ATLANTA, GA",United States,Incident,,Fokker,F28 MK0100,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,75.0,VMC,Probable Cause,1990,,75.0,0.0,100.0
27096,20001212X24751,DCA91MA010A,1990-12-03,"ROMULUS, MI",United States,Fatal(8),Destroyed,Mcdonnell Douglas,DC-9-14,2.0,Turbo Fan,Unknown,8.0,10.0,26.0,154.0,IMC,Probable Cause,1990,Mcdonnell Douglas,198.0,9.090909090909092,77.77777777777779
27097,20001212X24751,DCA91MA010B,1990-12-03,"ROMULUS, MI",United States,Fatal(8),Substantial,Boeing,727-251,3.0,Turbo Fan,Unknown,8.0,10.0,26.0,154.0,IMC,Probable Cause,1990,Boeing,198.0,9.090909090909092,77.77777777777779
27105,20001212X24734,CHI91IA041,1990-12-05,"DETROIT, MI",United States,Incident,Minor,Boeing,727-257,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,76.0,VMC,Probable Cause,1990,Boeing,76.0,0.0,100.0
27132,20001212X24764,LAX91FA052,1990-12-09,"PERRIS VALLEY, CA",United States,Non-Fatal,Substantial,De Havilland,DHC-6-100,2.0,Turbo Prop,Unknown,0.0,0.0,1.0,20.0,VMC,Probable Cause,1990,,21.0,0.0,95.23809523809523
27148,20001212X24752,DEN91IA026,1990-12-14,"DENVER, CO",United States,Incident,Minor,British Aerospace,BAE 146-200,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,57.0,VMC,Probable Cause,1990,,57.0,0.0,100.0
27170,20001212X24753,DEN91IA028,1990-12-19,"DENVER, CO",United States,Incident,Minor,Boeing,727-22,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,125.0,IMC,Probable Cause,1990,Boeing,125.0,0.0,100.0
27208,20001212X24828,SEA91LA040,1990-12-31,"KALISPELL, MT",United States,Non-Fatal,Substantial,Swearingen,SA-227,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,15.0,IMC,Probable Cause,1990,,15.0,0.0,100.0
27222,20001212X16272,CHI91IA058,1991-01-03,"DES MOINES, IA",United States,Incident,,Boeing,B727-223,3.0,Turbo Jet,Unknown,0.0,0.0,2.0,102.0,VMC,Probable Cause,1991,Boeing,104.0,0.0,98.07692307692307
27238,20001212X16273,CHI91IA062,1991-01-07,"KANSAS CITY, MO",United States,Incident,,Boeing,737-322,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,36.0,IMC,Probable Cause,1991,Boeing,36.0,0.0,100.0
27281,20001212X16274,CHI91IA073,1991-01-18,"CHICAGO, IL",United States,Incident,Minor,British Aerospace,146-200,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,39.0,VMC,Probable Cause,1991,,39.0,0.0,100.0
27296,20001212X16275,CHI91IA078,1991-01-20,"ST. PAUL, MN",United States,Incident,Minor,Boeing,727-251,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,44.0,VMC,Probable Cause,1991,Boeing,44.0,0.0,100.0
27318,20001212X16302,CHI91LA087,1991-01-25,"INDIANAPOLIS, IN",United States,Non-Fatal,,Boeing,727-200,3.0,Turbo Jet,Unknown,0.0,1.0,0.0,92.0,VMC,Probable Cause,1991,Boeing,93.0,1.0752688172043012,98.9247311827957
27342,20001212X16303,DCA91MA019,1991-01-30,"BECKLEY, WV",United States,Non-Fatal,Destroyed,British Aerospace,3101,2.0,Turbo Prop,Unknown,0.0,13.0,3.0,3.0,IMC,Probable Cause,1991,,19.0,68.42105263157895,15.789473684210526
27346,20001212X16433,DCA91MA018B,1991-02-01,"LOS ANGELES, CA",United States,Fatal(34),Destroyed,Fairchild,SA-227-AC,2.0,Turbo Prop,Unknown,34.0,13.0,17.0,37.0,VMC,Probable Cause,1991,,101.0,46.53465346534654,36.633663366336634
27347,20001212X16433,DCA91MA018A,1991-02-01,"LOS ANGELES, CA",United States,Fatal(34),Destroyed,Boeing,737-300,2.0,Turbo Fan,Unknown,34.0,13.0,17.0,37.0,VMC,Probable Cause,1991,Boeing,101.0,46.53465346534654,36.633663366336634
27420,20001212X16389,ANC91IA028,1991-02-13,"UNALASKA, AK",United States,Incident,Minor,Boeing,737-200,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,46.0,VMC,Probable Cause,1991,Boeing,46.0,0.0,100.0
27499,20001212X16566,CHI91LA103,1991-03-02,"CHICAGO, IL",United States,Non-Fatal,Substantial,Short Brothers,SD3-60,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,22.0,IMC,Probable Cause,1991,,22.0,0.0,100.0
27502,20001212X16583,DCA91MA023,1991-03-03,"COLORADO SPGS, CO",United States,Fatal(25),Destroyed,Boeing,737-291,2.0,Turbo Jet,Unknown,25.0,0.0,0.0,0.0,VMC,Probable Cause,1991,Boeing,25.0,100.0,0.0
27565,20001212X16614,LAX91FA132,1991-03-16,"SAN DIEGO, CA",United States,Fatal(10),Destroyed,Hawker Siddeley,DH.125-1A/522,2.0,Turbo Jet,Personal,10.0,0.0,0.0,0.0,VMC,Probable Cause,1991,Hawker,10.0,100.0,0.0
27608,20001212X16577,CHI91LA115,1991-03-23,"BUFFALO, NY",United States,Non-Fatal,,Boeing,727-222,3.0,Turbo Fan,Unknown,0.0,1.0,3.0,39.0,VMC,Probable Cause,1991,Boeing,43.0,2.3255813953488373,90.69767441860465
27664,20001212X16535,ANC91LA043,1991-03-30,"KENAI, AK",United States,Non-Fatal,Substantial,Piper,PA-31T,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,10.0,VMC,Probable Cause,1991,,10.0,0.0,100.0
27698,20001212X16772,DCA91MA031B,1991-04-04,"MERION, PA",United States,Fatal(7),Destroyed,Piper,AEROSTAR 601,2.0,Reciprocating,Unknown,7.0,1.0,4.0,0.0,VMC,Probable Cause,1991,,12.0,66.66666666666666,0.0
27707,20001212X16773,DCA91MA033,1991-04-05,"BRUNSWICK, GA",United States,Fatal(23),Destroyed,Embraer,EMB-120RT,2.0,Turbo Prop,Unknown,23.0,0.0,0.0,0.0,VMC,Probable Cause,1991,Embraer,23.0,100.0,0.0
27749,20001212X16879,SEA91IA081,1991-04-09,"SEATTLE, WA",United States,Incident,Minor,Boeing,737-222,2.0,Turbo Jet,Unknown,0.0,0.0,2.0,31.0,VMC,Probable Cause,1991,Boeing,33.0,0.0,93.93939393939394
27839,20001212X16752,CHI91IA144,1991-04-25,"CHICAGO, IL",United States,Incident,Minor,Boeing,727-223,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,119.0,VMC,Probable Cause,1991,Boeing,119.0,0.0,100.0
27860,20001212X16856,NYC91IA133,1991-04-29,"CHURCHVILLE, NY",United States,Incident,Minor,Boeing,747SP,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,102.0,VMC,Probable Cause,1991,Boeing,102.0,0.0,100.0
27886,20001212X16912,ATL91LA091,1991-05-04,"MEMPHIS, TN",United States,Non-Fatal,,Boeing,B767-287ER,2.0,Turbo Fan,Unknown,0.0,1.0,11.0,104.0,VMC,Probable Cause,1991,Boeing,116.0,0.8620689655172413,89.65517241379311
27899,20001212X16907,ATL91FA090,1991-05-05,"ATLANTA, GA",United States,Non-Fatal,Substantial,Mcdonnell Douglas,MD-88,2.0,Turbo Fan,Unknown,0.0,1.0,4.0,97.0,VMC,Probable Cause,1991,Mcdonnell Douglas,102.0,0.9803921568627451,95.09803921568627
27941,20001212X16938,CHI91FA152,1991-05-11,"CHICAGO, IL",United States,Non-Fatal,Substantial,Short Brothers,SD3-60,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,21.0,VMC,Probable Cause,1991,,21.0,0.0,100.0
27981,20001212X16909,ATL91IA094,1991-05-15,"NASHVILLE, TN",United States,Incident,Minor,Boeing,727-223,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,138.0,IMC,Probable Cause,1991,Boeing,138.0,0.0,100.0
28094,20001212X16941,CHI91IA175,1991-05-29,"KANSAS CITY, MO",United States,Incident,,Douglas,DC-9-32,2.0,Turbo Fan,Unknown,0.0,0.0,6.0,40.0,UNK,Probable Cause,1991,Douglas,46.0,0.0,86.95652173913044
28130,20001212X17177,BFO91FA053,1991-06-02,"CALIFORNIA, MD",United States,Non-Fatal,Destroyed,Beech,B65,2.0,Reciprocating,Other Work Use,0.0,1.0,11.0,0.0,VMC,Probable Cause,1991,Beech,12.0,8.333333333333332,0.0
28149,20001212X17381,SEA91LA126,1991-06-05,"ELKO, NV",United States,Non-Fatal,,Boeing,737-3G7,2.0,Turbo Jet,Unknown,0.0,1.0,0.0,138.0,VMC,Probable Cause,1991,Boeing,139.0,0.7194244604316548,99.28057553956835
28159,20001212X17360,NYC91IA137,1991-06-06,"BOSTON, MA",United States,Incident,Minor,Boeing,727-214,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,156.0,VMC,Probable Cause,1991,Boeing,156.0,0.0,100.0
28243,20001212X17180,BFO91LA055,1991-06-16,"PHILADELPHIA, PA",United States,Non-Fatal,,Boeing,747-400,4.0,Turbo Fan,Unknown,0.0,1.0,5.0,272.0,VMC,Probable Cause,1991,Boeing,278.0,0.3597122302158274,97.84172661870504
28379,20001212X17657,NYC91LA164,1991-07-01,"NEWARK, NJ",United States,Non-Fatal,,Airbus Industrie,A-300-605R,2.0,Turbo Fan,Unknown,0.0,2.0,10.0,204.0,IMC,Probable Cause,1991,Airbus,216.0,0.9259259259259258,94.44444444444444
28395,20001212X17651,NYC91IA165,1991-07-02,"BUFFALO, NY",United States,Incident,,Boeing,727-254,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,157.0,VMC,Probable Cause,1991,Boeing,157.0,0.0,100.0
28415,20001212X17434,ATL91LA123,1991-07-04,"ALMA, GA",United States,Non-Fatal,,Boeing,757-232,2.0,Turbo Fan,Unknown,0.0,1.0,0.0,124.0,IMC,Probable Cause,1991,Boeing,125.0,0.8,99.2
28494,20001212X17519,DCA91MA042,1991-07-10,"BIRMINGHAM, AL",United States,Fatal(13),Destroyed,Beech,C99,2.0,Turbo Prop,Unknown,13.0,2.0,0.0,0.0,IMC,Probable Cause,1991,Beech,15.0,100.0,0.0
28516,20001212X17578,LAX91IA308,1991-07-13,"LOS ANGELES, CA",United States,Incident,,Mcdonnell Douglas,DC-10-10,3.0,Turbo Fan,Unknown,0.0,0.0,12.0,215.0,IMC,Probable Cause,1991,Mcdonnell Douglas,227.0,0.0,94.7136563876652
28558,20001212X17517,CHI91MA220,1991-07-17,"PEORIA, IL",United States,Non-Fatal,Substantial,Aerospace,ATR-42-300,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,19.0,VMC,Probable Cause,1991,,19.0,0.0,100.0
28660,20001212X17570,FTW91LA137A,1991-07-27,"DFW AIRPORT, TX",United States,Non-Fatal,Minor,Mcdonnell Douglas,MD-80,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,132.0,VMC,Probable Cause,1991,Mcdonnell Douglas,132.0,0.0,100.0
28662,20001212X17570,FTW91LA137B,1991-07-27,"DFW AIRPORT, TX",United States,Non-Fatal,Substantial,British Aerospace,J-3100,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,132.0,VMC,Probable Cause,1991,,132.0,0.0,100.0
28792,20001212X17894,LAX91LA350,1991-08-08,"GRAND CANYON, AZ",United States,Non-Fatal,Substantial,Cessna,402C,2.0,Reciprocating,Unknown,0.0,0.0,0.0,10.0,VMC,Probable Cause,1991,Cessna,10.0,0.0,100.0
28825,20001212X17883,LAX91IA297,1991-08-12,"LOS ANGELES, CA",United States,Incident,,Boeing,747-200,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,298.0,VMC,Probable Cause,1991,Boeing,298.0,0.0,100.0
28872,20001212X17923,MIA91IA199,1991-08-17,"FORT MYERS, FL",United States,Incident,,British Aerospace,BA-3100,2.0,Turbo Prop,Unknown,0.0,0.0,1.0,17.0,VMC,Probable Cause,1991,,18.0,0.0,94.44444444444444
28920,20001212X17965,NYC91LA220,1991-08-24,"APPLE CREEK, OH",United States,Non-Fatal,Substantial,Douglas,DC-3,2.0,Reciprocating,Unknown,0.0,0.0,1.0,26.0,VMC,Probable Cause,1991,Douglas,27.0,0.0,96.29629629629629
28964,20001212X17884,LAX91IA376,1991-08-29,"LOS ANGELES, CA",United States,Incident,Minor,Boeing,767-232,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,120.0,VMC,Probable Cause,1991,Boeing,120.0,0.0,100.0
29056,20001212X18077,DCA91MA052,1991-09-11,"EAGLE LAKE, TX",United States,Fatal(14),Destroyed,Embraer,120,2.0,Turbo Prop,Unknown,14.0,0.0,0.0,0.0,VMC,Probable Cause,1991,Embraer,14.0,100.0,0.0
29078,20001212X18073,CHI91LA300,1991-09-14,"MUSKEGON, MI",United States,Non-Fatal,,Atr,ATR 42-300,2.0,Turbo Prop,Unknown,0.0,1.0,0.0,25.0,VMC,Probable Cause,1991,,26.0,3.8461538461538463,96.15384615384616
29119,20001212X18109,LAX91IA415,1991-09-20,"SANTA ANA, CA",United States,Incident,,Airbus Industrie,A-320-231,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,80.0,VMC,Probable Cause,1991,Airbus,81.0,0.0,98.76543209876543
29122,20001212X18055,CHI91IA297,1991-09-20,"DETROIT, MI",United States,Incident,Minor,Boeing,727-224,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,136.0,VMC,Probable Cause,1991,Boeing,136.0,0.0,100.0
29155,20001212X18074,CHI91LA301,1991-09-23,"CHICAGO, IL",United States,Non-Fatal,Substantial,Mcdonnell Douglas,DC-9-82,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,80.0,VMC,Probable Cause,1991,Mcdonnell Douglas,80.0,0.0,100.0
29186,20001212X18177,NYC91LA247,1991-09-28,"EAST BOSTON, MA",United States,Non-Fatal,Minor,Mcdonnell Douglas,MD-82,2.0,Turbo Fan,Unknown,0.0,2.0,0.0,126.0,VMC,Probable Cause,1991,Mcdonnell Douglas,128.0,1.5625,98.4375
29238,20001212X18295,FTW92LA001,1991-10-05,"LITTLE ROCK, AR",United States,Non-Fatal,,Boeing,727-243,3.0,Turbo Fan,Unknown,0.0,1.0,1.0,52.0,IMC,Probable Cause,1991,Boeing,54.0,1.8518518518518516,96.29629629629629
29243,20001212X18363,NYC92LA002,1991-10-06,"AUGUSTA, ME",United States,Non-Fatal,Substantial,Fairchild,SA-227AC,2.0,Turbo Prop,Unknown,0.0,0.0,2.0,16.0,VMC,Probable Cause,1991,,18.0,0.0,88.88888888888889
29260,20001212X18293,FTW92IA009,1991-10-10,"DFW INT'L ARPT, TX",United States,Incident,,British Aerospace,BAE 3100,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,13.0,VMC,Probable Cause,1991,,13.0,0.0,100.0
29307,20001212X18361,NYC92FA009B,1991-10-16,"NEWARK, NJ",United States,Non-Fatal,Substantial,Boeing,737-291,2.0,Turbo Fan,Unknown,0.0,0.0,36.0,134.0,VMC,Probable Cause,1991,Boeing,170.0,0.0,78.82352941176471
29308,20001212X18361,NYC92FA009A,1991-10-16,"NEWARK, NJ",United States,Non-Fatal,Substantial,Mcdonnell Douglas,MD-80,2.0,Turbo Fan,Unknown,0.0,0.0,36.0,134.0,VMC,Probable Cause,1991,Mcdonnell Douglas,170.0,0.0,78.82352941176471
29310,20001212X18294,FTW92IA010,1991-10-17,"HOUSTON, TX",United States,Incident,Minor,Boeing,747-300,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,154.0,VMC,Probable Cause,1991,Boeing,154.0,0.0,100.0
29351,20001212X18378,NYC92LA018,1991-10-23,"BOSTON, MA",United States,Non-Fatal,,Boeing,737-4B7,2.0,Turbo Fan,Unknown,0.0,1.0,0.0,91.0,VMC,Probable Cause,1991,Boeing,92.0,1.0869565217391304,98.91304347826086
29355,20001212X18280,DEN92IA005,1991-10-24,"DENVER, CO",United States,Incident,,Boeing,747-122,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,280.0,VMC,Probable Cause,1991,Boeing,280.0,0.0,100.0
29377,20001212X18310,LAX92IA027,1991-10-28,"LAS VEGAS, NV",United States,Incident,Minor,Mcdonnell Douglas,DC-10-10,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,179.0,VMC,Probable Cause,1991,Mcdonnell Douglas,179.0,0.0,100.0
29387,20001212X18281,DEN92IA007,1991-10-30,"COLORADO SPRING, CO",United States,Incident,Minor,Douglas,DC-10-10,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,57.0,IMC,Probable Cause,1991,Douglas,57.0,0.0,100.0
29435,20001212X18413,ATL92LA022,1991-11-09,"MEMPHIS, TN",United States,Non-Fatal,,British Aerospace,3101,2.0,Turbo Prop,Unknown,0.0,1.0,0.0,10.0,VMC,Probable Cause,1991,,11.0,9.090909090909092,90.9090909090909
29440,20001212X18473,LAX92LA042,1991-11-10,"HILO, HI",United States,Non-Fatal,Substantial,Beech,D18S,2.0,Reciprocating,Unknown,0.0,0.0,0.0,11.0,VMC,Probable Cause,1991,Beech,11.0,0.0,100.0
