,Event.Id,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Manufacturer,Year
10424,20001214X41750,DCA85AA004,1984-12-06,"JACKSONVILLE, FL",United States,Fatal(13),Destroyed,Embraer,EMB-110P1,2.0,Turbo Prop,Unknown,13.0,0.0,0.0,0.0,VMC,Probable Cause,Embraer,1984
10425,20001214X41724,ATL85MA049,1984-12-06,"CHARLESTON, SC",United States,Fatal(1),Destroyed,Beech,58,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,Beech,1984
10428,20001214X41882,NYC85LA038,1984-12-06,"MILLINOCKET, ME",United States,Non-Fatal,Substantial,Gulfstream,690B,2.0,Turbo Prop,Business,0.0,0.0,0.0,8.0,IMC,Probable Cause,Gulfstream,1984
10450,20001214X41825,LAX85LA064,1984-12-09,"VAN NUYS, CA",United States,Non-Fatal,Substantial,Beech,B-60,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,Beech,1984
10458,20001214X41841,MIA85FA057,1984-12-10,"MARATHON, FL",United States,Non-Fatal,Substantial,Beech,65,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Probable Cause,Beech,1984
10461,20001214X41883,NYC85LA040,1984-12-10,"NORWOOD, MA",United States,Non-Fatal,Substantial,Beech,58TC,2.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,IMC,Probable Cause,Beech,1984
10467,20001214X41838,LAX85LA090,1984-12-11,"LITTLEFIELD, AZ",United States,Non-Fatal,Substantial,Beech,C45H,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Probable Cause,Beech,1984
10469,20001214X41884,NYC85LA042,1984-12-12,"LAWRENCE, MA",United States,Non-Fatal,Destroyed,Cessna,T337G,2.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,IMC,Probable Cause,Cessna,1984
10470,20001214X41879,NYC85IA043,1984-12-12,"JAMAICA, NY",United States,Incident,Minor,Mcdonnell Douglas,DC-10-10,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,189.0,UNK,Probable Cause,Mcdonnell Douglas,1984
10479,20001214X41696,ATL85FA054,1984-12-13,"NORFOLK, VA",United States,Non-Fatal,Destroyed,Beech,D18S,2.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,IMC,Probable Cause,Beech,1984
10482,20001214X41760,DEN85LA041,1984-12-13,"CORTEZ, CO",United States,Non-Fatal,Substantial,Gulfstream,AEROCOMMANDER 695,2.0,Turbo Prop,Business,0.0,0.0,0.0,7.0,IMC,Probable Cause,Gulfstream,1984
10488,20001214X41874,MKC85LA055,1984-12-14,"HUTCHINSON, KS",United States,Non-Fatal,Substantial,Beech,300,2.0,Turbo Prop,Instructional,0.0,0.0,0.0,2.0,IMC,Probable Cause,Beech,1984
10492,20001214X41794,FTW85LA077,1984-12-14,"ODESSA, TX",United States,Non-Fatal,Substantial,Cessna,340,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,Probable Cause,Cessna,1984
10500,20001214X41751,DCA85AA006,1984-12-16,"JASPER, AL",United States,Non-Fatal,Destroyed,Convair,440,2.0,Reciprocating,Unknown,0.0,2.0,0.0,37.0,VMC,Probable Cause,Convair,1984
10504,20001214X41764,DEN85LA046,1984-12-17,"RATON, NM",United States,Non-Fatal,Destroyed,Cessna,401A,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,Cessna,1984
10506,20001214X41699,ATL85FA058,1984-12-17,"BUTLER, KY",United States,Non-Fatal,Destroyed,Cessna,337,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Probable Cause,Cessna,1984
10507,20001214X41795,FTW85LA080,1984-12-17,"VANCOURT, TX",United States,Non-Fatal,Substantial,Cessna,421C,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,IMC,Probable Cause,Cessna,1984
10514,20001214X41863,MKC85FA036,1984-12-19,"KAISER, MO",United States,Fatal(1),Destroyed,Cessna,310L,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,IMC,Probable Cause,Cessna,1984
10519,20001214X41899,SEA85LA032,1984-12-19,"TONOPAH, NV",United States,Non-Fatal,Substantial,Cessna,402B TS,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,IMC,Probable Cause,Cessna,1984
10521,20001214X41732,CHI85FA072,1984-12-19,"BELLESVILLE, MI",United States,Non-Fatal,Substantial,Beech,B-18S,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,Beech,1984
10524,20001214X41776,FTW85FA081,1984-12-20,"WACO, TX",United States,Fatal(1),Destroyed,Gates Learjet,35,2.0,Turbo Jet,Unknown,1.0,2.0,0.0,0.0,VMC,Probable Cause,Learjet,1984
10529,20001214X41733,CHI85IA073,1984-12-21,"AKRON, OH",United States,Incident,Minor,Beech,58P,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,IMC,Probable Cause,Beech,1984
10530,20001214X41902,SEA85LA041,1984-12-21,"COEUR D' ALENE, ID",United States,Non-Fatal,Substantial,Cessna,441,2.0,Turbo Prop,Instructional,0.0,0.0,0.0,3.0,IMC,Probable Cause,Cessna,1984
10536,20001214X41877,NYC85FA047,1984-12-22,"ROCHESTER, NY",United States,Fatal(1),Destroyed,Cessna,402B,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1984
10551,20001214X41856,MIA85LA063A,1984-12-23,"DELAND, FL",United States,Non-Fatal,Substantial,Beech,58P,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Probable Cause,Beech,1984
10560,20001214X41749,CHI85LA082,1984-12-24,"FLINT, MI",United States,Non-Fatal,Substantial,Beech,BE-58,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,IMC,Probable Cause,Beech,1984
10562,20001214X41798,FTW85LA085,1984-12-24,"SAN ANTONIO, TX",United States,Non-Fatal,Substantial,Beech,95-C55,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1984
10564,20001214X41811,LAX85FA084,1984-12-25,"TEMECULA, CA",United States,Non-Fatal,Destroyed,Cessna,310,2.0,Reciprocating,Instructional,0.0,2.0,2.0,0.0,VMC,Probable Cause,Cessna,1984
10566,20001214X41778,FTW85FA086,1984-12-25,"MARBLE FALLS, TX",United States,Fatal(1),Destroyed,Cessna,441,2.0,Turbo Prop,Business,1.0,0.0,0.0,0.0,IMC,Probable Cause,Cessna,1984
10577,20001214X41744,CHI85LA077,1984-12-26,"TROY, MI",United States,Non-Fatal,Destroyed,Cessna,402C,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,4.0,IMC,Probable Cause,Cessna,1984
10598,20001214X41847,MIA85IA069,1984-12-29,"SANFORD, FL",United States,Incident,Minor,Cessna,402B,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1984
10614,20001214X35495,DEN85FA055,1985-01-01,"EDGEWOOD, NM",United States,Fatal(2),Destroyed,Cessna,310N,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Probable Cause,Cessna,1985
10636,20001214X35518,FTW85LA092,1985-01-05,"OKLAHOMA CITY, OK",United States,Non-Fatal,Substantial,Gates Learjet,25B,2.0,Turbo Jet,Personal,0.0,0.0,0.0,6.0,VMC,Probable Cause,Learjet,1985
10642,20001214X35519,FTW85LA093,1985-01-06,"CORPUS CHRISTI, TX",United States,Non-Fatal,Substantial,Cessna,310,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1985
10643,20001214X35464,ATL85LA076,1985-01-06,"WINSTON SALEM, NC",United States,Non-Fatal,Substantial,Beech,C90,2.0,Turbo Prop,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1985
10646,20001214X35570,MIA85IA074,1985-01-07,"MIAMI, FL",United States,Incident,Minor,Cessna,C-402,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1985
10657,20001214X35496,DEN85FA062,1985-01-08,"SALT LAKE CITY, UT",United States,Non-Fatal,Substantial,Cessna,404,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,Probable Cause,Cessna,1985
10658,20001214X35492,DCA85AA009,1985-01-09,"KANSAS CITY, KS",United States,Fatal(3),Destroyed,Lockheed,188A,4.0,Turbo Prop,Unknown,3.0,0.0,0.0,0.0,VMC,Probable Cause,Lockheed,1985
10660,20001214X35482,CHI85LA086,1985-01-09,"PLATO CENTER, IL",United States,Non-Fatal,Substantial,Cessna,310Q,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1985
10675,20001214X35599,NYC85LA051,1985-01-12,"NEW BEDFORD, MA",United States,Non-Fatal,Substantial,Beech,B58,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,Beech,1985
10687,20001214X35583,MIA85LAMS2,1985-01-14,"ATLANTIC OCEAN, FL",United States,Fatal(4),Destroyed,Cessna,337,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,UNK,Probable Cause,Cessna,1985
10689,20001214X35477,CHI85IA091,1985-01-14,"DAYTON, OH",United States,Incident,Minor,Beech,H-18,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1985
10703,20001214X35486,CHI85LA092,1985-01-16,"LAFAYETTE, IN",United States,Non-Fatal,Substantial,Beech,BE-58,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,Probable Cause,Beech,1985
10706,20001214X35500,DEN85IA065,1985-01-17,"FLUSHING, NY",United States,Incident,Minor,Boeing,727-224,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,86.0,IMC,Probable Cause,Boeing,1985
10707,20001214X35460,ATL85FA079,1985-01-17,"JOHNSON CITY, TN",United States,Fatal(3),Destroyed,Cessna,340,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1985
10715,20001214X35485,CHI85LA089,1985-01-18,"GRAND RAPIDS, MI",United States,Non-Fatal,Substantial,Beech,58P,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,1.0,IMC,Probable Cause,Beech,1985
10716,20001214X35466,ATL85LA080,1985-01-18,"BEAVER, WV",United States,Non-Fatal,Substantial,Cessna,310Q,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,Cessna,1985
10724,20001214X35493,DCA85AA010,1985-01-21,"RENO, NV",United States,Fatal(70),Destroyed,Lockheed,188C,4.0,Turbo Prop,Unknown,70.0,1.0,0.0,0.0,VMC,Probable Cause,Lockheed,1985
10725,20001214X35603,NYC85LA056,1985-01-21,"JOHNSTOWN, PA",United States,Non-Fatal,Substantial,Gates Learjet,25D,2.0,Turbo Jet,Ferry,0.0,0.0,0.0,2.0,IMC,Probable Cause,Learjet,1985
10726,20001214X35580,MIA85LA084,1985-01-21,"ORLANDO, FL",United States,Non-Fatal,Substantial,Cessna,340A,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1985
10741,20001214X35488,CHI85LA095,1985-01-24,"INDIANAPOLIS, IN",United States,Non-Fatal,Substantial,Beech,BE-58,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1985
10744,20001214X35467,ATL85LA082,1985-01-25,"VICKSBURG, MS",United States,Non-Fatal,Destroyed,Beech,BE-55,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1985
10752,20001214X35478,CHI85IA097,1985-01-26,"ST. PAUL, MN",United States,Incident,Minor,Boeing,727-51,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,61.0,IMC,Probable Cause,Boeing,1985
10759,20001214X35512,DEN85LA071,1985-01-27,"GRAND FORKS, ND",United States,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,Instructional,0.0,2.0,2.0,0.0,VMC,Probable Cause,Beech,1985
10772,20001214X35471,ATL85MA083,1985-01-29,"DOBBINS AFB, GA",United States,Non-Fatal,Substantial,Lockheed,188C,4.0,Turbo Prop,,0.0,0.0,0.0,3.0,VMC,Probable Cause,Lockheed,1985
10773,20001214X35462,ATL85FA085,1985-01-30,"EDGEWOOD, KY",United States,Fatal(3),Destroyed,Beech,B-50,2.0,Reciprocating,Personal,3.0,1.0,0.0,0.0,IMC,Probable Cause,Beech,1985
10778,20001214X35597,NYC85FA057,1985-01-31,"SADSBURYVILLE, PA",United States,Fatal(4),Destroyed,Cessna,414,2.0,Reciprocating,Executive/corporate,4.0,0.0,0.0,0.0,IMC,Probable Cause,Cessna,1985
10784,20001214X35469,ATL85LA086,1985-01-31,"HUNTINGTON, WV",United States,Non-Fatal,Substantial,Beech,E18S,2.0,Reciprocating,Unknown,0.0,2.0,2.0,0.0,IMC,Probable Cause,Beech,1985
10787,20001214X35772,NYC85FA059,1985-02-01,"CEDARVILLE, NJ",United States,Fatal(2),Destroyed,Beech,A100,2.0,Turbo Prop,Positioning,2.0,0.0,0.0,0.0,IMC,Probable Cause,Beech,1985
10792,20001214X35627,ATL85LA087,1985-02-01,"NEWBERN, NC",United States,Non-Fatal,Substantial,Beech,B-80,2.0,Reciprocating,Business,0.0,0.0,0.0,8.0,VMC,Probable Cause,Beech,1985
10805,20001214X35670,DCA85AA012,1985-02-04,"SOLDOTNA, AK",United States,Fatal(9),Destroyed,Beech,65-A80,2.0,Reciprocating,Unknown,9.0,0.0,0.0,0.0,IMC,Probable Cause,Beech,1985
10810,20001214X35671,DCA85AA013,1985-02-05,"PHILADELPHIA, PA",United States,Non-Fatal,Substantial,Mcdonnell Douglas,DC-9-15,2.0,Turbo Fan,,0.0,2.0,0.0,0.0,IMC,Probable Cause,Mcdonnell Douglas,1985
10811,20001214X35621,ATL85FA089,1985-02-05,"CHARLOTTE, NC",United States,Non-Fatal,Substantial,Douglas,DC-3,2.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Probable Cause,Douglas,1985
10813,20001214X35777,NYC85IA062,1985-02-06,"PUTNAM, CT",United States,Incident,Minor,Beech,BE-99,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,4.0,IMC,Probable Cause,Beech,1985
10815,20001214X35690,FTW85FA112,1985-02-06,"ALTUS, OK",United States,Fatal(2),Destroyed,Cessna,402B,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1985
10821,20001214X35793,SEA85LA055,1985-02-08,"SPOKANE, WA",United States,Non-Fatal,Substantial,Beech,58TC,2.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,IMC,Probable Cause,Beech,1985
10825,20001214X35648,CHI85LA102,1985-02-08,"BAY CITY, MI",United States,Non-Fatal,Substantial,Cessna,421C,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,4.0,VMC,Probable Cause,Cessna,1985
10827,20001214X35629,ATL85LA091,1985-02-08,"HOLLY SPRINGS, MS",United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1985
10828,20001214X35789,SEA85FA056,1985-02-09,"CENTRAL POINT, OR",United States,Fatal(4),Destroyed,Gulfstream,AC-680F,2.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,VMC,Probable Cause,Gulfstream,1985
10830,20001214X35649,CHI85LA103,1985-02-09,"PEORIA, IL",United States,Non-Fatal,Destroyed,Cessna,337G,2.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Probable Cause,Cessna,1985
10835,20001214X35630,ATL85LA092,1985-02-09,"CHARLESTON, SC",United States,Non-Fatal,Substantial,Beech,95-C55,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,Beech,1985
10837,20001214X35756,MIA85LA095,1985-02-09,"MERRITT ISLAND, FL",United States,Non-Fatal,Substantial,Cessna,411A,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,Cessna,1985
10844,20001214X35726,LAX85LA135,1985-02-10,"CAMARILLO, CA",United States,Non-Fatal,Substantial,Beech,65,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,Beech,1985
10846,20001214X35674,DEN85FA075,1985-02-11,"ALBUQUERQUE, NM",United States,Fatal(6),Destroyed,Cessna,421C,2.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1985
10851,20001214X35633,ATL85LA095,1985-02-11,"NATCHEZ, MS",United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1985
10852,20001214X35775,NYC85FGT01,1985-02-12,"BARRVILLE, PA",United States,Non-Fatal,Destroyed,Cessna,335,2.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,VMC,Probable Cause,Cessna,1985
10855,20001214X35623,ATL85FA097,1985-02-12,"CARTERSVILLE, GA",United States,Fatal(1),Destroyed,Beech,H18,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,Probable Cause,Beech,1985
10856,20001214X35774,NYC85FA064,1985-02-13,"ST. MARY'S, PA",United States,Fatal(2),Destroyed,Beech,G90,2.0,Turbo Prop,Business,2.0,0.0,0.0,0.0,IMC,Probable Cause,Beech,1985
10861,20001214X35727,LAX85LA138,1985-02-13,"SANTA MARIA, CA",United States,Non-Fatal,Substantial,Beech,BE-18,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1985
10889,20001214X35769,MKC85LA061,1985-02-17,"LEE'S SUMMIT, MO",United States,Non-Fatal,Substantial,Cessna,320,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Probable Cause,Cessna,1985
10891,20001214X35732,LAX85LA145,1985-02-17,"LOS ALAMITOS, CA",United States,Non-Fatal,Substantial,Beech,B 90,2.0,Turbo Prop,Personal,0.0,0.0,1.0,1.0,VMC,Probable Cause,Beech,1985
10892,20001214X35705,FTW85LA122,1985-02-17,"AUSTIN, TX",United States,Non-Fatal,Substantial,Cessna,310G,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,Cessna,1985
10893,20001214X35682,DEN85LA080,1985-02-17,"BELEN, NM",United States,Non-Fatal,Substantial,Cessna,337,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,Cessna,1985
10913,20001214X35672,DCA85AA015,1985-02-19,"SAN FRANCISCO, CA",United States,Non-Fatal,Substantial,Boeing,747 SP-09,4.0,Turbo Fan,Unknown,0.0,2.0,0.0,271.0,IMC,Probable Cause,Boeing,1985
10919,20001214X35764,MKC85FCQ01,1985-02-20,"HUTCHINSON, KS",United States,Non-Fatal,Substantial,Beech,95-B55,2.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,IMC,Probable Cause,Beech,1985
10920,20001214X35659,CHI85LA114,1985-02-20,"HIBBING, MN",United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,UNK,Probable Cause,Beech,1985
10951,20001214X35739,LAX85LA154,1985-02-25,"CONCORD, CA",United States,Non-Fatal,Substantial,Cessna,421,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,Cessna,1985
10966,20001214X35721,LAX85FA160,1985-02-28,"SHAFTER, CA",United States,Fatal(2),Destroyed,Beech,76,2.0,Reciprocating,Instructional,2.0,1.0,0.0,0.0,VMC,Probable Cause,Beech,1985
10973,20001214X35689,DEN85LA093,1985-02-28,"BUTTE, MT",United States,Non-Fatal,Substantial,Cessna,421C,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1985
11014,20001214X35849,BFO85IA024,1985-03-04,"PATUXENT RIVER, MD",United States,Incident,Minor,Lockheed,L-1011,3.0,Turbo Fan,Unknown,0.0,0.0,2.0,276.0,VMC,Probable Cause,Lockheed,1985
11073,20001214X35915,FTW85LA142,1985-03-10,"PHARR, TX",United States,Non-Fatal,Substantial,Beech,E18S,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,IMC,Probable Cause,Beech,1985
11086,20001214X35859,CHI85FA138,1985-03-13,"CHICAGO, IL",United States,Fatal(1),Destroyed,Beech,58,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,Probable Cause,Beech,1985
11097,20001214X35892,DEN85LA095,1985-03-14,"ANGEL FIRE, NM",United States,Non-Fatal,Substantial,Cessna,310,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1985
11099,20001214X35812,ANC85LA057,1985-03-14,"NULATO, AK",United States,Non-Fatal,Substantial,Curtiss,C-46R,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,Curtiss,1985
11101,20001214X35981,MIA85IA120,1985-03-15,"MIAMI, FL",United States,Incident,Minor,Douglas,DC-6B,4.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,Douglas,1985
11121,20001214X35835,ATL85LA120,1985-03-16,"MOBILE, AL",United States,Non-Fatal,Substantial,Cessna,411,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,IMC,Probable Cause,Cessna,1985
11124,20001214X36023,NYC85FA083,1985-03-17,"DORSET, VT",United States,Fatal(1),Destroyed,Cessna,401A,2.0,Reciprocating,Executive/corporate,1.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1985
11127,20001214X35922,FTW85LA151,1985-03-17,"LAWTON, OK",United States,Non-Fatal,Destroyed,Douglas,A-26B,2.0,Reciprocating,Ferry,0.0,0.0,3.0,0.0,VMC,Probable Cause,Douglas,1985
11158,20001214X35979,MIA85FA128,1985-03-22,"LEESBURG, FL",United States,Non-Fatal,Destroyed,Cessna,P337H,2.0,Reciprocating,Ferry,0.0,1.0,0.0,0.0,VMC,Probable Cause,Cessna,1985
11203,20001214X35885,DEN85FA103,1985-03-28,"CALHAN, CO",United States,Fatal(1),Destroyed,Gulfstream,681,2.0,Turbo Prop,Business,1.0,0.0,2.0,1.0,IMC,Probable Cause,Gulfstream,1985
11211,20001214X35982,MIA85IA137,1985-03-30,"FT. LAUDERDALE, FL",United States,Incident,Minor,Cessna,402C,2.0,Reciprocating,Unknown,0.0,0.0,0.0,11.0,VMC,Probable Cause,Cessna,1985
11218,20001214X35893,DEN85LA098,1985-03-30,"ASPEN, CO",United States,Non-Fatal,Substantial,Cessna,402C,2.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,Probable Cause,Cessna,1985
11240,20001214X36292,NYC85FA097,1985-04-02,"JOHNSON CITY, NY",United States,Fatal(2),Destroyed,Cessna,421B,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1985
11247,20001214X36228,LAX85LA191,1985-04-02,"EAGLE MOUNTAIN, CA",United States,Unavailable,Substantial,Cessna,414,2.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1985
11248,20001214X36157,DEN85LA110,1985-04-03,"ABIQUIU, NM",United States,Non-Fatal,Destroyed,Cessna,310N,2.0,Reciprocating,Business,0.0,0.0,2.0,0.0,VMC,Probable Cause,Cessna,1985
11257,20001214X36293,NYC85FA098,1985-04-04,"RONKONKOMA, NY",United States,Fatal(1),Destroyed,Cessna,310H,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1985
11260,20001214X36181,FTW85LA174,1985-04-04,"BIG SPRING, TX",United States,Non-Fatal,Substantial,Cessna,T337G,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Probable Cause,Cessna,1985
11293,20001214X36125,CHI85LA159,1985-04-08,"SHELBYVILLE, IN",United States,Non-Fatal,Substantial,Cessna,310B,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,Cessna,1985
11310,20001214X36258,MIA85IA147,1985-04-12,"FT LAUDERDALE, FL",United States,Incident,Minor,Hawker Siddeley,HS-125,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,Hawker,1985
11313,20001214X36101,BFO85IA035,1985-04-12,"CHANTILLY, VA",United States,Incident,Minor,Boeing,737-217,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,107.0,VMC,Probable Cause,Boeing,1985
11322,20001214X36169,FTW85FA181,1985-04-13,"ATHENS, LA",United States,Fatal(4),Destroyed,Cessna,320B,2.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,UNK,Probable Cause,Cessna,1985
11347,20001214X36226,LAX85IA206,1985-04-16,"LAS CRUCES, NM",United States,Incident,Minor,Boeing,727-227,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,89.0,VMC,Probable Cause,Boeing,1985
11348,20001214X36102,BFO85IA036,1985-04-16,"WASHINGTON, DC",United States,Incident,Minor,Boeing,727-200,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,129.0,VMC,Probable Cause,Boeing,1985
11352,20001214X36162,DEN85LA116,1985-04-16,"GALLUP, NM",United States,Non-Fatal,Substantial,Beech,58TC,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,Beech,1985
11359,20001214X36308,NYC85LA107,1985-04-17,"BOSTON, MA",United States,Non-Fatal,Substantial,Beech,D95A,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1985
11373,20001214X36276,MKC85FA086,1985-04-19,"MENA, AR",United States,Fatal(2),Destroyed,Beech,B95,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Probable Cause,Beech,1985
11378,20001214X36144,CHI85MA169,1985-04-19,"ST JAMES, MI",United States,Fatal(7),Destroyed,Cessna,310R,2.0,Reciprocating,Personal,7.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1985
11382,20001214X36202,FTW85LQG01,1985-04-19,"AMARILLO, TX",United States,Non-Fatal,Substantial,Cessna,421B,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,4.0,VMC,Probable Cause,Cessna,1985
11396,20001214X36259,MIA85IA152,1985-04-20,"WEST PALM BEACH, FL",United States,Incident,Minor,Cessna,402C,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1985
11410,20001214X36114,CHI85FA170,1985-04-20,"JANESVILLE, WI",United States,Non-Fatal,Substantial,Beech,E18S,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,Beech,1985
11422,20001214X36278,MKC85FA088,1985-04-22,"MENA, AR",United States,Fatal(2),Destroyed,Cessna,310G,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1985
11438,20001214X36269,MIA85LA157,1985-04-24,"BOCA RATON, FL",United States,Non-Fatal,Substantial,Cessna,T310R,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,Cessna,1985
11441,20001214X36061,ANC85FA070,1985-04-24,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Cessna,336,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1985
